marker,chr,pos,trait,gene,lod,threshold,iteration,var_exp,eff_size,ci_l_marker,ci_l_pos,ci_r_marker,ci_r_pos
III_12668727,III,12668727,A_12_P104472,sqst-5,0.08169571255982118,3.94,2,NA,NA,NA,NA,NA,NA
III_12669114,III,12669114,A_12_P104472,sqst-5,0.08169571255982118,3.94,2,NA,NA,NA,NA,NA,NA
III_12669289,III,12669289,A_12_P104472,sqst-5,0.08169571255982118,3.94,2,NA,NA,NA,NA,NA,NA
III_12672942,III,12672942,A_12_P104472,sqst-5,0.08169571255982118,3.94,2,NA,NA,NA,NA,NA,NA
III_12675832,III,12675832,A_12_P104472,sqst-5,0.08169571255982118,3.94,2,NA,NA,NA,NA,NA,NA
III_12681135,III,12681135,A_12_P104472,sqst-5,0.08169571255982118,3.94,2,NA,NA,NA,NA,NA,NA
III_12682328,III,12682328,A_12_P104472,sqst-5,0.08169571255982118,3.94,2,NA,NA,NA,NA,NA,NA
III_12684032,III,12684032,A_12_P104472,sqst-5,0.08169571255982118,3.94,2,NA,NA,NA,NA,NA,NA
III_12690136,III,12690136,A_12_P104472,sqst-5,0.08169571255982118,3.94,2,NA,NA,NA,NA,NA,NA
III_12691761,III,12691761,A_12_P104472,sqst-5,0.08169571255982118,3.94,2,NA,NA,NA,NA,NA,NA
III_12692205,III,12692205,A_12_P104472,sqst-5,0.08169571255982118,3.94,2,NA,NA,NA,NA,NA,NA
III_12692227,III,12692227,A_12_P104472,sqst-5,0.08169571255982118,3.94,2,NA,NA,NA,NA,NA,NA
III_12729776,III,12729776,A_12_P104472,sqst-5,0.06197047124816384,3.94,2,NA,NA,NA,NA,NA,NA
III_12731659,III,12731659,A_12_P104472,sqst-5,0.02357247243389823,3.94,2,NA,NA,NA,NA,NA,NA
III_12733539,III,12733539,A_12_P104472,sqst-5,0.02357247243389823,3.94,2,NA,NA,NA,NA,NA,NA
III_12738074,III,12738074,A_12_P104472,sqst-5,0.02357247243389823,3.94,2,NA,NA,NA,NA,NA,NA
III_12741813,III,12741813,A_12_P104472,sqst-5,0.02357247243389823,3.94,2,NA,NA,NA,NA,NA,NA
III_12745420,III,12745420,A_12_P104472,sqst-5,0.02357247243389823,3.94,2,NA,NA,NA,NA,NA,NA
III_12745708,III,12745708,A_12_P104472,sqst-5,0.02357247243389823,3.94,2,NA,NA,NA,NA,NA,NA
III_12747521,III,12747521,A_12_P104472,sqst-5,0.02357247243389823,3.94,2,NA,NA,NA,NA,NA,NA
III_12747767,III,12747767,A_12_P104472,sqst-5,0.02357247243389823,3.94,2,NA,NA,NA,NA,NA,NA
III_12748246,III,12748246,A_12_P104472,sqst-5,0.02357247243389823,3.94,2,NA,NA,NA,NA,NA,NA
III_12748446,III,12748446,A_12_P104472,sqst-5,0.02357247243389823,3.94,2,NA,NA,NA,NA,NA,NA
III_12754974,III,12754974,A_12_P104472,sqst-5,0.02357247243389823,3.94,2,NA,NA,NA,NA,NA,NA
III_12757858,III,12757858,A_12_P104472,sqst-5,0.02357247243389823,3.94,2,NA,NA,NA,NA,NA,NA
III_12760380,III,12760380,A_12_P104472,sqst-5,0.02357247243389823,3.94,2,NA,NA,NA,NA,NA,NA
III_12762229,III,12762229,A_12_P104472,sqst-5,0.02357247243389823,3.94,2,NA,NA,NA,NA,NA,NA
III_12772750,III,12772750,A_12_P104472,sqst-5,0.02357247243389823,3.94,2,NA,NA,NA,NA,NA,NA
III_12788795,III,12788795,A_12_P104472,sqst-5,0.02357247243389823,3.94,2,NA,NA,NA,NA,NA,NA
III_12800390,III,12800390,A_12_P104472,sqst-5,0.02357247243389823,3.94,2,NA,NA,NA,NA,NA,NA
III_12806910,III,12806910,A_12_P104472,sqst-5,0.014066531132938726,3.94,2,NA,NA,NA,NA,NA,NA
III_12814548,III,12814548,A_12_P104472,sqst-5,0.014066531132938726,3.94,2,NA,NA,NA,NA,NA,NA
III_12820380,III,12820380,A_12_P104472,sqst-5,0.014066531132938726,3.94,2,NA,NA,NA,NA,NA,NA
III_12864724,III,12864724,A_12_P104472,sqst-5,0.014066531132938726,3.94,2,NA,NA,NA,NA,NA,NA
III_12866944,III,12866944,A_12_P104472,sqst-5,0.014066531132938726,3.94,2,NA,NA,NA,NA,NA,NA
III_12868782,III,12868782,A_12_P104472,sqst-5,0.014066531132938726,3.94,2,NA,NA,NA,NA,NA,NA
III_12880521,III,12880521,A_12_P104472,sqst-5,0.014066531132938726,3.94,2,NA,NA,NA,NA,NA,NA
III_12882105,III,12882105,A_12_P104472,sqst-5,0.014066531132938726,3.94,2,NA,NA,NA,NA,NA,NA
III_12894823,III,12894823,A_12_P104472,sqst-5,0.014066531132938726,3.94,2,NA,NA,NA,NA,NA,NA
III_12917183,III,12917183,A_12_P104472,sqst-5,0.014066531132938726,3.94,2,NA,NA,NA,NA,NA,NA
III_12930514,III,12930514,A_12_P104472,sqst-5,0.014066531132938726,3.94,2,NA,NA,NA,NA,NA,NA
III_12980727,III,12980727,A_12_P104472,sqst-5,0.014066531132938726,3.94,2,NA,NA,NA,NA,NA,NA
III_12997913,III,12997913,A_12_P104472,sqst-5,0.014066531132938726,3.94,2,NA,NA,NA,NA,NA,NA
III_13021112,III,13021112,A_12_P104472,sqst-5,0.014066531132938726,3.94,2,NA,NA,NA,NA,NA,NA
III_13025273,III,13025273,A_12_P104472,sqst-5,0.1808752245544598,3.94,2,NA,NA,NA,NA,NA,NA
III_13030744,III,13030744,A_12_P104472,sqst-5,0.1808752245544598,3.94,2,NA,NA,NA,NA,NA,NA
III_13036344,III,13036344,A_12_P104472,sqst-5,0.1808752245544598,3.94,2,NA,NA,NA,NA,NA,NA
III_13060060,III,13060060,A_12_P104472,sqst-5,0.1808752245544598,3.94,2,NA,NA,NA,NA,NA,NA
III_13065581,III,13065581,A_12_P104472,sqst-5,0.1808752245544598,3.94,2,NA,NA,NA,NA,NA,NA
III_13105354,III,13105354,A_12_P104472,sqst-5,0.2690154791231141,3.94,2,NA,NA,NA,NA,NA,NA
III_13111797,III,13111797,A_12_P104472,sqst-5,0.2888907328797528,3.94,2,NA,NA,NA,NA,NA,NA
III_13156971,III,13156971,A_12_P104472,sqst-5,0.29525355487511923,3.94,2,NA,NA,NA,NA,NA,NA
III_13179596,III,13179596,A_12_P104472,sqst-5,0.32645899896908387,3.94,2,NA,NA,NA,NA,NA,NA
III_13189891,III,13189891,A_12_P104472,sqst-5,0.32645899896908387,3.94,2,NA,NA,NA,NA,NA,NA
III_13191926,III,13191926,A_12_P104472,sqst-5,0.33453275146790784,3.94,2,NA,NA,NA,NA,NA,NA
III_13205407,III,13205407,A_12_P104472,sqst-5,0.20932703100473724,3.94,2,NA,NA,NA,NA,NA,NA
III_13220575,III,13220575,A_12_P104472,sqst-5,0.20932703100473724,3.94,2,NA,NA,NA,NA,NA,NA
III_13311792,III,13311792,A_12_P104472,sqst-5,0.08487469502432392,3.94,2,NA,NA,NA,NA,NA,NA
III_13336890,III,13336890,A_12_P104472,sqst-5,0.08487469502432392,3.94,2,NA,NA,NA,NA,NA,NA
III_13346009,III,13346009,A_12_P104472,sqst-5,0.08487469502432392,3.94,2,NA,NA,NA,NA,NA,NA
III_13469528,III,13469528,A_12_P104472,sqst-5,0.08487469502432392,3.94,2,NA,NA,NA,NA,NA,NA
III_13742777,III,13742777,A_12_P104472,sqst-5,0.08487469502432392,3.94,2,NA,NA,NA,NA,NA,NA
III_13767721,III,13767721,A_12_P104472,sqst-5,0.08487469502432392,3.94,2,NA,NA,NA,NA,NA,NA
III_13774887,III,13774887,A_12_P104472,sqst-5,0.08487469502432392,3.94,2,NA,NA,NA,NA,NA,NA
III_13775016,III,13775016,A_12_P104472,sqst-5,0.10002625226614502,3.94,2,NA,NA,NA,NA,NA,NA
III_13780165,III,13780165,A_12_P104472,sqst-5,0.108302903831273,3.94,2,NA,NA,NA,NA,NA,NA
III_13780166,III,13780166,A_12_P104472,sqst-5,0.108302903831273,3.94,2,NA,NA,NA,NA,NA,NA
III_13780167,III,13780167,A_12_P104472,sqst-5,0.108302903831273,3.94,2,NA,NA,NA,NA,NA,NA
III_13780186,III,13780186,A_12_P104472,sqst-5,0.08031831002963694,3.94,2,NA,NA,NA,NA,NA,NA
IV_122764,IV,122764,A_12_P104472,sqst-5,0.04632021506103845,3.94,2,NA,NA,NA,NA,NA,NA
IV_395665,IV,395665,A_12_P104472,sqst-5,0.04632021506103845,3.94,2,NA,NA,NA,NA,NA,NA
IV_426519,IV,426519,A_12_P104472,sqst-5,0.0013015287693924093,3.94,2,NA,NA,NA,NA,NA,NA
IV_461630,IV,461630,A_12_P104472,sqst-5,0.0013015287693924093,3.94,2,NA,NA,NA,NA,NA,NA
IV_495843,IV,495843,A_12_P104472,sqst-5,0.0013015287693924093,3.94,2,NA,NA,NA,NA,NA,NA
IV_519466,IV,519466,A_12_P104472,sqst-5,0.0013015287693924093,3.94,2,NA,NA,NA,NA,NA,NA
IV_548608,IV,548608,A_12_P104472,sqst-5,0.0013015287693924093,3.94,2,NA,NA,NA,NA,NA,NA
IV_620779,IV,620779,A_12_P104472,sqst-5,0.0013015287693924093,3.94,2,NA,NA,NA,NA,NA,NA
IV_667443,IV,667443,A_12_P104472,sqst-5,0.0013015287693924093,3.94,2,NA,NA,NA,NA,NA,NA
IV_681546,IV,681546,A_12_P104472,sqst-5,0.0013015287693924093,3.94,2,NA,NA,NA,NA,NA,NA
IV_682662,IV,682662,A_12_P104472,sqst-5,0.0013015287693924093,3.94,2,NA,NA,NA,NA,NA,NA
IV_776733,IV,776733,A_12_P104472,sqst-5,0.0013015287693924093,3.94,2,NA,NA,NA,NA,NA,NA
IV_776990,IV,776990,A_12_P104472,sqst-5,0.0013015287693924093,3.94,2,NA,NA,NA,NA,NA,NA
IV_780690,IV,780690,A_12_P104472,sqst-5,0.0013015287693924093,3.94,2,NA,NA,NA,NA,NA,NA
IV_781961,IV,781961,A_12_P104472,sqst-5,0.014398717158585173,3.94,2,NA,NA,NA,NA,NA,NA
IV_784688,IV,784688,A_12_P104472,sqst-5,0.014398717158585173,3.94,2,NA,NA,NA,NA,NA,NA
IV_787345,IV,787345,A_12_P104472,sqst-5,0.025819426497955947,3.94,2,NA,NA,NA,NA,NA,NA
IV_790420,IV,790420,A_12_P104472,sqst-5,0.025819426497955947,3.94,2,NA,NA,NA,NA,NA,NA
IV_793533,IV,793533,A_12_P104472,sqst-5,0.025819426497955947,3.94,2,NA,NA,NA,NA,NA,NA
IV_794135,IV,794135,A_12_P104472,sqst-5,0.025819426497955947,3.94,2,NA,NA,NA,NA,NA,NA
IV_796761,IV,796761,A_12_P104472,sqst-5,0.025819426497955947,3.94,2,NA,NA,NA,NA,NA,NA
IV_800773,IV,800773,A_12_P104472,sqst-5,0.025819426497955947,3.94,2,NA,NA,NA,NA,NA,NA
IV_800970,IV,800970,A_12_P104472,sqst-5,0.025819426497955947,3.94,2,NA,NA,NA,NA,NA,NA
IV_802478,IV,802478,A_12_P104472,sqst-5,0.025819426497955947,3.94,2,NA,NA,NA,NA,NA,NA
IV_806689,IV,806689,A_12_P104472,sqst-5,0.025819426497955947,3.94,2,NA,NA,NA,NA,NA,NA
IV_809748,IV,809748,A_12_P104472,sqst-5,0.025819426497955947,3.94,2,NA,NA,NA,NA,NA,NA
IV_815876,IV,815876,A_12_P104472,sqst-5,0.025819426497955947,3.94,2,NA,NA,NA,NA,NA,NA
IV_818372,IV,818372,A_12_P104472,sqst-5,0.025819426497955947,3.94,2,NA,NA,NA,NA,NA,NA
IV_819329,IV,819329,A_12_P104472,sqst-5,0.025819426497955947,3.94,2,NA,NA,NA,NA,NA,NA
IV_830352,IV,830352,A_12_P104472,sqst-5,0.025819426497955947,3.94,2,NA,NA,NA,NA,NA,NA
IV_838800,IV,838800,A_12_P104472,sqst-5,0.025819426497955947,3.94,2,NA,NA,NA,NA,NA,NA
IV_839873,IV,839873,A_12_P104472,sqst-5,0.025819426497955947,3.94,2,NA,NA,NA,NA,NA,NA
IV_847388,IV,847388,A_12_P104472,sqst-5,0.025819426497955947,3.94,2,NA,NA,NA,NA,NA,NA
IV_851100,IV,851100,A_12_P104472,sqst-5,0.025819426497955947,3.94,2,NA,NA,NA,NA,NA,NA
IV_852234,IV,852234,A_12_P104472,sqst-5,0.025819426497955947,3.94,2,NA,NA,NA,NA,NA,NA
IV_853864,IV,853864,A_12_P104472,sqst-5,0.025819426497955947,3.94,2,NA,NA,NA,NA,NA,NA
IV_864229,IV,864229,A_12_P104472,sqst-5,0.025819426497955947,3.94,2,NA,NA,NA,NA,NA,NA
IV_864280,IV,864280,A_12_P104472,sqst-5,0.027590025071813025,3.94,2,NA,NA,NA,NA,NA,NA
IV_872114,IV,872114,A_12_P104472,sqst-5,0.05482605969476458,3.94,2,NA,NA,NA,NA,NA,NA
IV_874963,IV,874963,A_12_P104472,sqst-5,0.05482605969476458,3.94,2,NA,NA,NA,NA,NA,NA
IV_879007,IV,879007,A_12_P104472,sqst-5,0.05482605969476458,3.94,2,NA,NA,NA,NA,NA,NA
IV_880294,IV,880294,A_12_P104472,sqst-5,0.05482605969476458,3.94,2,NA,NA,NA,NA,NA,NA
IV_880768,IV,880768,A_12_P104472,sqst-5,0.05482605969476458,3.94,2,NA,NA,NA,NA,NA,NA
IV_882851,IV,882851,A_12_P104472,sqst-5,0.05482605969476458,3.94,2,NA,NA,NA,NA,NA,NA
IV_886372,IV,886372,A_12_P104472,sqst-5,0.1003726476085988,3.94,2,NA,NA,NA,NA,NA,NA
IV_887257,IV,887257,A_12_P104472,sqst-5,0.06299717191618118,3.94,2,NA,NA,NA,NA,NA,NA
IV_889912,IV,889912,A_12_P104472,sqst-5,0.06299717191618118,3.94,2,NA,NA,NA,NA,NA,NA
IV_912888,IV,912888,A_12_P104472,sqst-5,0.06299717191618118,3.94,2,NA,NA,NA,NA,NA,NA
IV_925627,IV,925627,A_12_P104472,sqst-5,0.06299717191618118,3.94,2,NA,NA,NA,NA,NA,NA
IV_927365,IV,927365,A_12_P104472,sqst-5,0.06299717191618118,3.94,2,NA,NA,NA,NA,NA,NA
IV_929052,IV,929052,A_12_P104472,sqst-5,0.06299717191618118,3.94,2,NA,NA,NA,NA,NA,NA
IV_938195,IV,938195,A_12_P104472,sqst-5,0.06299717191618118,3.94,2,NA,NA,NA,NA,NA,NA
IV_949490,IV,949490,A_12_P104472,sqst-5,0.06299717191618118,3.94,2,NA,NA,NA,NA,NA,NA
IV_949709,IV,949709,A_12_P104472,sqst-5,0.06299717191618118,3.94,2,NA,NA,NA,NA,NA,NA
IV_956269,IV,956269,A_12_P104472,sqst-5,0.06299717191618118,3.94,2,NA,NA,NA,NA,NA,NA
IV_958423,IV,958423,A_12_P104472,sqst-5,0.06299717191618118,3.94,2,NA,NA,NA,NA,NA,NA
IV_958859,IV,958859,A_12_P104472,sqst-5,0.06299717191618118,3.94,2,NA,NA,NA,NA,NA,NA
IV_960697,IV,960697,A_12_P104472,sqst-5,0.06299717191618118,3.94,2,NA,NA,NA,NA,NA,NA
IV_963518,IV,963518,A_12_P104472,sqst-5,0.06299717191618118,3.94,2,NA,NA,NA,NA,NA,NA
IV_963940,IV,963940,A_12_P104472,sqst-5,0.033611409209601824,3.94,2,NA,NA,NA,NA,NA,NA
IV_965702,IV,965702,A_12_P104472,sqst-5,0.033611409209601824,3.94,2,NA,NA,NA,NA,NA,NA
IV_967330,IV,967330,A_12_P104472,sqst-5,0.0073749802239408725,3.94,2,NA,NA,NA,NA,NA,NA
IV_969058,IV,969058,A_12_P104472,sqst-5,0.0073749802239408725,3.94,2,NA,NA,NA,NA,NA,NA
IV_972342,IV,972342,A_12_P104472,sqst-5,0.0073749802239408725,3.94,2,NA,NA,NA,NA,NA,NA
IV_972517,IV,972517,A_12_P104472,sqst-5,0.0073749802239408725,3.94,2,NA,NA,NA,NA,NA,NA
IV_974076,IV,974076,A_12_P104472,sqst-5,0.0073749802239408725,3.94,2,NA,NA,NA,NA,NA,NA
IV_974458,IV,974458,A_12_P104472,sqst-5,0.017732722256351505,3.94,2,NA,NA,NA,NA,NA,NA
IV_974972,IV,974972,A_12_P104472,sqst-5,0.025975904397232876,3.94,2,NA,NA,NA,NA,NA,NA
IV_975429,IV,975429,A_12_P104472,sqst-5,0.025975904397232876,3.94,2,NA,NA,NA,NA,NA,NA
IV_978750,IV,978750,A_12_P104472,sqst-5,0.0073749802239408725,3.94,2,NA,NA,NA,NA,NA,NA
IV_986168,IV,986168,A_12_P104472,sqst-5,2.2393744536994178e-4,3.94,2,NA,NA,NA,NA,NA,NA
IV_987721,IV,987721,A_12_P104472,sqst-5,2.2393744536994178e-4,3.94,2,NA,NA,NA,NA,NA,NA
IV_988030,IV,988030,A_12_P104472,sqst-5,2.2393744536994178e-4,3.94,2,NA,NA,NA,NA,NA,NA
IV_988511,IV,988511,A_12_P104472,sqst-5,2.2393744536994178e-4,3.94,2,NA,NA,NA,NA,NA,NA
IV_989747,IV,989747,A_12_P104472,sqst-5,2.8480466642733003e-4,3.94,2,NA,NA,NA,NA,NA,NA
IV_991227,IV,991227,A_12_P104472,sqst-5,6.133304034849197e-4,3.94,2,NA,NA,NA,NA,NA,NA
IV_992996,IV,992996,A_12_P104472,sqst-5,6.133304034849197e-4,3.94,2,NA,NA,NA,NA,NA,NA
IV_995831,IV,995831,A_12_P104472,sqst-5,6.133304034849197e-4,3.94,2,NA,NA,NA,NA,NA,NA
IV_1000957,IV,1000957,A_12_P104472,sqst-5,6.133304034849197e-4,3.94,2,NA,NA,NA,NA,NA,NA
IV_1001240,IV,1001240,A_12_P104472,sqst-5,6.133304034849197e-4,3.94,2,NA,NA,NA,NA,NA,NA
IV_1001490,IV,1001490,A_12_P104472,sqst-5,6.133304034849197e-4,3.94,2,NA,NA,NA,NA,NA,NA
IV_1002301,IV,1002301,A_12_P104472,sqst-5,0.0017502761589426436,3.94,2,NA,NA,NA,NA,NA,NA
IV_1003824,IV,1003824,A_12_P104472,sqst-5,0.0016455351491783802,3.94,2,NA,NA,NA,NA,NA,NA
IV_1005810,IV,1005810,A_12_P104472,sqst-5,5.184436882560219e-4,3.94,2,NA,NA,NA,NA,NA,NA
IV_1013789,IV,1013789,A_12_P104472,sqst-5,0.0012328659057388894,3.94,2,NA,NA,NA,NA,NA,NA
IV_1014523,IV,1014523,A_12_P104472,sqst-5,0.0012328659057388894,3.94,2,NA,NA,NA,NA,NA,NA
IV_1015275,IV,1015275,A_12_P104472,sqst-5,0.0012328659057388894,3.94,2,NA,NA,NA,NA,NA,NA
IV_1016002,IV,1016002,A_12_P104472,sqst-5,0.0012328659057388894,3.94,2,NA,NA,NA,NA,NA,NA
IV_1016484,IV,1016484,A_12_P104472,sqst-5,0.0012328659057388894,3.94,2,NA,NA,NA,NA,NA,NA
IV_1017674,IV,1017674,A_12_P104472,sqst-5,0.0012328659057388894,3.94,2,NA,NA,NA,NA,NA,NA
IV_1019283,IV,1019283,A_12_P104472,sqst-5,0.0014437998543620747,3.94,2,NA,NA,NA,NA,NA,NA
IV_1020003,IV,1020003,A_12_P104472,sqst-5,0.006041569636047435,3.94,2,NA,NA,NA,NA,NA,NA
IV_1023016,IV,1023016,A_12_P104472,sqst-5,0.006041569636047435,3.94,2,NA,NA,NA,NA,NA,NA
IV_1025255,IV,1025255,A_12_P104472,sqst-5,0.006041569636047435,3.94,2,NA,NA,NA,NA,NA,NA
IV_1027320,IV,1027320,A_12_P104472,sqst-5,0.006041569636047435,3.94,2,NA,NA,NA,NA,NA,NA
IV_1027789,IV,1027789,A_12_P104472,sqst-5,0.006041569636047435,3.94,2,NA,NA,NA,NA,NA,NA
IV_1029667,IV,1029667,A_12_P104472,sqst-5,0.006041569636047435,3.94,2,NA,NA,NA,NA,NA,NA
IV_1032079,IV,1032079,A_12_P104472,sqst-5,0.006041569636047435,3.94,2,NA,NA,NA,NA,NA,NA
IV_1032260,IV,1032260,A_12_P104472,sqst-5,0.006041569636047435,3.94,2,NA,NA,NA,NA,NA,NA
IV_1033374,IV,1033374,A_12_P104472,sqst-5,0.006041569636047435,3.94,2,NA,NA,NA,NA,NA,NA
IV_1033604,IV,1033604,A_12_P104472,sqst-5,0.006041569636047435,3.94,2,NA,NA,NA,NA,NA,NA
IV_1034991,IV,1034991,A_12_P104472,sqst-5,0.0020761498671236283,3.94,2,NA,NA,NA,NA,NA,NA
IV_1035991,IV,1035991,A_12_P104472,sqst-5,0.0018025430842425858,3.94,2,NA,NA,NA,NA,NA,NA
IV_1036642,IV,1036642,A_12_P104472,sqst-5,0.0018025430842425858,3.94,2,NA,NA,NA,NA,NA,NA
IV_1040338,IV,1040338,A_12_P104472,sqst-5,0.0018025430842425858,3.94,2,NA,NA,NA,NA,NA,NA
IV_1040997,IV,1040997,A_12_P104472,sqst-5,0.0018025430842425858,3.94,2,NA,NA,NA,NA,NA,NA
IV_1044931,IV,1044931,A_12_P104472,sqst-5,0.0018025430842425858,3.94,2,NA,NA,NA,NA,NA,NA
IV_1048458,IV,1048458,A_12_P104472,sqst-5,0.012238665493891847,3.94,2,NA,NA,NA,NA,NA,NA
IV_1048953,IV,1048953,A_12_P104472,sqst-5,0.012238665493891847,3.94,2,NA,NA,NA,NA,NA,NA
IV_1052883,IV,1052883,A_12_P104472,sqst-5,0.012238665493891847,3.94,2,NA,NA,NA,NA,NA,NA
IV_1053510,IV,1053510,A_12_P104472,sqst-5,0.012238665493891847,3.94,2,NA,NA,NA,NA,NA,NA
IV_1059511,IV,1059511,A_12_P104472,sqst-5,0.012238665493891847,3.94,2,NA,NA,NA,NA,NA,NA
IV_1064623,IV,1064623,A_12_P104472,sqst-5,0.012238665493891847,3.94,2,NA,NA,NA,NA,NA,NA
IV_1065506,IV,1065506,A_12_P104472,sqst-5,0.012238665493891847,3.94,2,NA,NA,NA,NA,NA,NA
IV_1070252,IV,1070252,A_12_P104472,sqst-5,0.012238665493891847,3.94,2,NA,NA,NA,NA,NA,NA
IV_1072761,IV,1072761,A_12_P104472,sqst-5,0.012238665493891847,3.94,2,NA,NA,NA,NA,NA,NA
IV_1073431,IV,1073431,A_12_P104472,sqst-5,0.012238665493891847,3.94,2,NA,NA,NA,NA,NA,NA
IV_1075221,IV,1075221,A_12_P104472,sqst-5,0.012238665493891847,3.94,2,NA,NA,NA,NA,NA,NA
IV_1076106,IV,1076106,A_12_P104472,sqst-5,0.012238665493891847,3.94,2,NA,NA,NA,NA,NA,NA
IV_1080200,IV,1080200,A_12_P104472,sqst-5,0.012238665493891847,3.94,2,NA,NA,NA,NA,NA,NA
IV_1081662,IV,1081662,A_12_P104472,sqst-5,0.012238665493891847,3.94,2,NA,NA,NA,NA,NA,NA
IV_1082448,IV,1082448,A_12_P104472,sqst-5,0.012238665493891847,3.94,2,NA,NA,NA,NA,NA,NA
IV_1082475,IV,1082475,A_12_P104472,sqst-5,0.012238665493891847,3.94,2,NA,NA,NA,NA,NA,NA
IV_1083413,IV,1083413,A_12_P104472,sqst-5,0.045474055029031644,3.94,2,NA,NA,NA,NA,NA,NA
IV_1083758,IV,1083758,A_12_P104472,sqst-5,0.045474055029031644,3.94,2,NA,NA,NA,NA,NA,NA
IV_1085154,IV,1085154,A_12_P104472,sqst-5,0.016045867823402435,3.94,2,NA,NA,NA,NA,NA,NA
IV_1085258,IV,1085258,A_12_P104472,sqst-5,0.016045867823402435,3.94,2,NA,NA,NA,NA,NA,NA
IV_1087026,IV,1087026,A_12_P104472,sqst-5,3.079552943685776e-4,3.94,2,NA,NA,NA,NA,NA,NA
IV_1090535,IV,1090535,A_12_P104472,sqst-5,3.079552943685776e-4,3.94,2,NA,NA,NA,NA,NA,NA
IV_1090684,IV,1090684,A_12_P104472,sqst-5,3.079552943685776e-4,3.94,2,NA,NA,NA,NA,NA,NA
IV_1091143,IV,1091143,A_12_P104472,sqst-5,3.079552943685776e-4,3.94,2,NA,NA,NA,NA,NA,NA
IV_1091652,IV,1091652,A_12_P104472,sqst-5,3.079552943685776e-4,3.94,2,NA,NA,NA,NA,NA,NA
IV_1091714,IV,1091714,A_12_P104472,sqst-5,3.079552943685776e-4,3.94,2,NA,NA,NA,NA,NA,NA
IV_1092281,IV,1092281,A_12_P104472,sqst-5,3.079552943685776e-4,3.94,2,NA,NA,NA,NA,NA,NA
IV_1095559,IV,1095559,A_12_P104472,sqst-5,6.182331552774981e-4,3.94,2,NA,NA,NA,NA,NA,NA
IV_1113082,IV,1113082,A_12_P104472,sqst-5,0.016100032829274906,3.94,2,NA,NA,NA,NA,NA,NA
IV_1155178,IV,1155178,A_12_P104472,sqst-5,0.0014513711408262507,3.94,2,NA,NA,NA,NA,NA,NA
IV_1164566,IV,1164566,A_12_P104472,sqst-5,0.025002353711529184,3.94,2,NA,NA,NA,NA,NA,NA
IV_1172775,IV,1172775,A_12_P104472,sqst-5,7.897557312562843e-4,3.94,2,NA,NA,NA,NA,NA,NA
IV_1173221,IV,1173221,A_12_P104472,sqst-5,7.897557312562843e-4,3.94,2,NA,NA,NA,NA,NA,NA
IV_1194490,IV,1194490,A_12_P104472,sqst-5,0.008031067781295703,3.94,2,NA,NA,NA,NA,NA,NA
IV_1211716,IV,1211716,A_12_P104472,sqst-5,4.991066438112136e-4,3.94,2,NA,NA,NA,NA,NA,NA
IV_1215814,IV,1215814,A_12_P104472,sqst-5,4.991066438112136e-4,3.94,2,NA,NA,NA,NA,NA,NA
IV_1231327,IV,1231327,A_12_P104472,sqst-5,0.013122669310728167,3.94,2,NA,NA,NA,NA,NA,NA
IV_1237019,IV,1237019,A_12_P104472,sqst-5,0.04628034259841511,3.94,2,NA,NA,NA,NA,NA,NA
IV_1239040,IV,1239040,A_12_P104472,sqst-5,0.07488438449061435,3.94,2,NA,NA,NA,NA,NA,NA
IV_1240607,IV,1240607,A_12_P104472,sqst-5,0.08515496234112145,3.94,2,NA,NA,NA,NA,NA,NA
IV_1243114,IV,1243114,A_12_P104472,sqst-5,0.08515496234112145,3.94,2,NA,NA,NA,NA,NA,NA
IV_1250791,IV,1250791,A_12_P104472,sqst-5,0.17202278566272874,3.94,2,NA,NA,NA,NA,NA,NA
IV_1260841,IV,1260841,A_12_P104472,sqst-5,0.17202278566272874,3.94,2,NA,NA,NA,NA,NA,NA
IV_1262427,IV,1262427,A_12_P104472,sqst-5,0.17202278566272874,3.94,2,NA,NA,NA,NA,NA,NA
IV_1263356,IV,1263356,A_12_P104472,sqst-5,0.17202278566272874,3.94,2,NA,NA,NA,NA,NA,NA
IV_1264342,IV,1264342,A_12_P104472,sqst-5,0.17202278566272874,3.94,2,NA,NA,NA,NA,NA,NA
IV_1266388,IV,1266388,A_12_P104472,sqst-5,0.17202278566272874,3.94,2,NA,NA,NA,NA,NA,NA
IV_1266572,IV,1266572,A_12_P104472,sqst-5,0.11616469740769685,3.94,2,NA,NA,NA,NA,NA,NA
IV_1267471,IV,1267471,A_12_P104472,sqst-5,0.17202278566272874,3.94,2,NA,NA,NA,NA,NA,NA
IV_1274821,IV,1274821,A_12_P104472,sqst-5,0.17202278566272874,3.94,2,NA,NA,NA,NA,NA,NA
IV_1275556,IV,1275556,A_12_P104472,sqst-5,0.17202278566272874,3.94,2,NA,NA,NA,NA,NA,NA
IV_1277317,IV,1277317,A_12_P104472,sqst-5,0.17202278566272874,3.94,2,NA,NA,NA,NA,NA,NA
IV_1278439,IV,1278439,A_12_P104472,sqst-5,0.17202278566272874,3.94,2,NA,NA,NA,NA,NA,NA
IV_1278800,IV,1278800,A_12_P104472,sqst-5,0.17202278566272874,3.94,2,NA,NA,NA,NA,NA,NA
IV_1283878,IV,1283878,A_12_P104472,sqst-5,0.17202278566272874,3.94,2,NA,NA,NA,NA,NA,NA
